All,모두
"Please correct this email address:","이 이메일 주소를 정정 하십시오:"
"Please enter an email address.","이메일주소를 입력해주세요."
"Sorry, but this password has already been used. Please create another.","입력하신 비밀번호는 이미 사용하셨습니다. 새로운 비밀번호를 설정하세요."
"First Name is a required field.","이름은 필수 입력 사항입니다."
"Last Name is a required field.","성(이름)은 필수 입력 사항입니다."
"Password is required field.","비밀번호를 입력하세요."
"Your password must be at least %1 characters.","비밀번호는 최소 %1자여야 합니다"
"Your password must include both numeric and alphabetic characters.","비밀 번호는 숫자 및 알파벳 문자를 포함 해야 합니다."
"Your password confirmation must match your password.","비밀번호 재확인에 입력한 값이 다릅니다."
"It's time to change your password.","비밀번호를 변경하세요!"
"It's time to <a href=""%1"">change your password</a>.","안전한 사용을 위해 <a href=""%1"">비밀번호 변경</a>을 주기적으로 하세요."
"Your password has expired; please contact your administrator.","비밀번호가 만료되었습니다; 사이트 관리자에게 문의하세요."
"Enter your email address.  You will receive an email with a link to reset your password.","이메일 주소를 입력하세요. 비밀번호를 재설정할 수 있는 링크가 고객님의 이메일로 보내집니다."
"Email address","이메일 주소"
"Back to Sign in","로그인으로 돌아가기"
"Forgot your password?","비밀번호를 잊으셨나요?"
"Reset a Password","비밀번호 재설정"
"Password Reset Confirmation for %name","%name에 대한 비밀번호 재설정 확인"
"If you requested this change, reset your password here:","변경요청을 하신 것이 맞으시면, 다음 링크에서 비밀번호 재설정을 해주세요:"
"We have received a request to change the following information associated with your account at %store_name: %changes.","%store_name에서 고객님의 정보변경을 요청받았습니다: %changes"
"Password Lifetime (days)","비밀번호 수명 (일)"
"Password Change","비밀번호 변경"
"Credit Card was successfully removed","신용 카드를 성공적으로 제거하였습니다."
"You have no credit cards.","신용카드가 등록되어 있지 않습니다."
"Please wait...","잠시 기다려주세요..."
"Search All Products","모든 상품 검색"
"Add Product by SKU","SKU로 상품 추가"
"Products with the following SKUs do not exist: %s","다음 SKU를 가진 상품이 없습니다: %s"
"Clone category ID(s)","카테고리 ID 복제"
"Greater than",초과
"Greater than or equal to",이상
"Less than",미만
"Less than or equal to",이하
"Name: A - Z","이름: 오름차순(A - Z)"
"Name: Z - A","이름: 내림차순(Z - A)"
"Newest products first","신규 상품 우선"
"Move out of stock to bottom","품절상품 하단 이동"
"Price: High to low","가격 높은순"
"Price: Low to high","가격 낮은순"
"SKU: Ascending","SKU: 오름차순"
"SKU: Descending","SKU: 내림차순"
"Sort by color","색깔로 정렬"
"Special price to bottom","특별 가격을 밑으로"
"Special price to top","특별 가격을 위로"
"Product image","상품 이미지"
"Add Condition","조건 추가"
"Save and Close","저장하고 닫기"
Sort,정렬
"Automatic Sorting","자동 정렬"
"Sort order","정렬 순서"
"Consumer is not authorized to access %resources","고객은 %resource에 접근할 권한이 없습니다."
"Operation allowed only in HTTPS","HTTPS에서만 작업 허용"
"Request does not match any route.","요청이 어떤 경로와도 일치하지 않습니다."
"Not allowed parameters: %1. Please use only %2 and %3.","허용된 파라메터가 아닙니다: %1. %2와 %3만 사용하십시오."
"Requested service is not available: ""%1""","요청한 서비스를 사용할 수 없습니다: ""%1"""
"Operation ""%1"" not found.","""%1"" 작업이 없습니다."
"SOAP extension is not loaded.","SOAP 확장 기능을 불러오지 못했습니다."
"Invalid XML","올바르지 않은 XML"
"Invalid XML: Detected use of illegal DOCTYPE","올바르지 않은 XML: 잘못된 문서타입(DOCTYPE)을 발견했습니다."
"Soap fault reason.","Soap 오류 이유"
"Create Customer","고객 생성"
"Get Customer","고객 취득"
"Magento Web API","마젠토 웹 API"
"SOAP Settings","SOAP 설정"
"Default Response Charset","기본 응답 캐릭터셋"
"If empty, UTF-8 will be used.","비어있으면 UTF-8이 사용됩니다."
"Web Services Configuration","웹서비스 설정"
"REST and SOAP configurations, generated WSDL file","REST와 SOAP 설정, WSDL파일 생성"
"Web API Security","웹 API 보안"
"Allow Anonymous Guest Access","익명 게스트 액세스 허용"
"Add Tax","세금 추가"
"Delete Tax","세금 삭제"
"Including FPT only","FPT만 포함"
"Including FPT and FPT description","FPT와 설명 포함"
"Excluding FPT. Including FPT description and final price","FPT 제외. FPT 설명과 최종 가격 포함"
"Excluding FPT","FPT 제외"
"Fixed Product Tax","고정 제품 세금(FPT)"
Country/State,국가
"Final Price","최종 가격"
"Fixed Product Taxes","고정 제품 세금(FPT)"
"Enable FPT","FPT 활성화"
"Display Prices In Product Lists","상품 리스트의 상품 가격 표시"
"Display Prices On Product View Page","상품 상세 페이지의 상품 가격 표시"
"Display Prices In Emails","이메일의 가격 표시"
"Widget Insertion","위젯 삽입"
"Insert Widget","위젯 삽입"
Choose...,선택...
"Widget Type","위젯 타입"
"Manage Widget Instances","위젯 인스턴스 관리"
"Add Widget","위젯 추가"
"Widget ""%1""","위젯 ""%1"""
"New Widget Instance","신규 위젯 인스턴스"
"Page Layouts","페이지 레이아웃"
"Please Select Container First","컨테이너를 먼저 선택해 주십시오."
"Widget Title","위젯 제목"
"Assign to Store Views","스토어뷰에 할당"
"Sort Order of widget instances in the same container","동일 컨테이너에서의 위젯 정렬 순서"
"Layout Updates","레이아웃 업데이트"
"Anchor Categories","Anchor 카테고리"
"Non-Anchor Categories","Non-Anchor 카테고리"
"All Product Types","모든 상품 타입"
"All Pages","모든 페이지"
"Specified Page","지정된 페이지"
"Add Layout Update","레이아웃 업데이트 추가"
"Remove Layout Update","레이아웃 업데이트 삭제"
"Widget Options","위젯 옵션"
"Please specify a Widget Type.","위젯 타입을 지정해 주십시오."
"Please specify a correct widget.","올바른 위젯을 지정해 주십시오."
"The widget instance has been deleted.","위젯 인스턴스가 삭제되었습니다."
"New Widget","신규 위젯"
Widgets,위젯
"The widget instance has been saved.","위젯 인스턴스가 저장되었습니다."
"We cannot create the widget instance because it is missing required information.","필수 정보가 없어 위젯 인스턴스를 생성할 수 없습니다."
"Widget ID","위젯 ID"
"Wish List Sharing","위시리스트 공유"
"My Wish List",위시리스트
"We can't add the item to Wish List right now: %1.","해당 상품을 일시적으로 위시리스트에 담을 수 없습니다.: %1."
"We can't add the item to Wish List right now.","해당 상품을 일시적으로 위시리스트에 담을 수 없습니다."
"We can't add the item to the cart right now.","일시적으로 해당 상품을 장바구니에 추가할 수 없습니다."
"We can't load the Wish List item right now.","위시리스트의 상품을 일시적으로 불러올 수 없습니다."
"%1 has been moved to your wish list.","%1가 위시리스트로 이동되었습니다."
"We can't move the item to the wish list.","해당상품을 위시리스트로 이동할 수 없습니다."
"We can't delete the item from Wish List right now because of an error: %1.","오류가 발생하여 위시리스트의 항목을 삭제할 수 없습니다: %1"
"We can't delete the item from the Wish List right now.","해당 상품을 일시적으로 위시리스트에서 삭제할 수 없습니다."
"Message length must not exceed %1 symbols","메세지 길이는 %1 글자를 초과할 수 없습니다."
"This wish list can be shared %1 more times.","%1번 더 공유할 수 있습니다."
"Your wish list has been shared.","위시리스트가 공유되었습니다."
"Can't update wish list","위시리스트를 업데이트 할 수 없습니다."
"%1 has been updated in your Wish List.","%1가 위시리스트에 업데이트 되었습니다."
"We can't update your Wish List right now.","일시적으로 위시리스트를 업데이트 할 수 없습니다."
"Display number of items in wish list","위시리스트의 상품갯수 표시"
"We couldn't add the following product(s) to the shopping cart: %1.","다음 상품을 장바구니에 추가할 수 없습니다: %1"
Comment:,코멘트:
"We cannot retrieve the Wish List.","위시리스트를 검색할 수 없습니다."
"%1's Wishlist","%1의 위시 리스트"
error-message,"에러 메세지"
"Share Wish List","위시리스트 공유"
"Add All to Cart","모두 장바구니에 담기"
"Update Wish List","위시리스트 업데이트"
"Move to Wishlist","위시리스트로 이동"
"View Product","상품 보기"
"This Wish List has no Items","이 위시리스트에는 아무것도 없습니다."
"%1 has been added to your Wish List.","%1이(가) 위시리스트에 추가되었습니다."
"Email addresses, separated by commas","콤마로 구분된 이메일 주소"
"Last Added Items","마지막 담긴 상품"
"Go to Wish List","위시리스트로 가기"
"You have no items in your wish list.","위시리스트가 비어있습니다."
"%customer_name wants to share this Wish List from %store_name with you:","%customer_name님이 %store_name의 위시리스트를 공유하려 합니다:"
"Message from %customer_name:","%customer_name님의 메세지:"
"View all Wish List items","위시리스트의 모든 항목 보기"
"Share Options","공유 옵션"
"Max Emails Allowed to be Sent","보낼 수 있는 최대 이메일 수"
"My Wish List Link","위시리스트 링크"
"No Items Found","항목이 없습니다."
"Product Details and Comment","상품 상세 정보와 코멘트"
"Credit card type","신용카드 타입"
"Amount doesn't match.","금액이 일치하지 않습니다."
"Payment was canceled","결제가 취소되었습니다."
"Quick Checkout","빠른 주문 결제"
"Order History","주문 이력"
"<a href=%url_about_us>About Us</a>","<a href=%url_about_us>우리는...</a>"
"<a href=url_customer_service>Customer Service</a>","<a href=url_customer_service>고객 서비스</a>"
"<a href=""tel:%store_phone"">%store_phone</a>","<a href=""tel:%store_phone"">
 %store_phone</a>
 "
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Hours of Operation:<br />
 <span class=""no-link"">
 %store_hours</span>
 ."
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","If you have questions about your order, you can email us at <a href=""mailto:%store_email"">
 %store_email</a>
 ."
"About Us","쇼핑몰 소개"
"Customer Service","고객 서비스"
"Backup options","백업 옵션"
Warning,경고
"Insert Widget...","위젯 추가..."
"Recent items","최근 항목"
"Show all...","모두 보기..."
"Method %s does not exist on jQuery.decorate","메서드 %s가 jQuery.decorate에 존재 하지 않습니다."
"All ","모두 "
Translate,번역
"Please select one of the options.","위의 옵션 중 하나를 선택 하십시오."
